round,entryId,intrinsicValue,priority,activation,userSilence,modelSilence,state,userHit,modelHit
83,wb_mix_哀丽秘榭,70,150,99.785,1,1,Active,0,0
83,wb_mix_咖啡,45,100,0.000,22,22,Archived,0,0
83,wb_mix_Blender,45,100,0.000,13,9,Archived,0,0
83,wb_mix_猫,45,100,0.000,20,20,Archived,0,0
83,wb_mix_星穹铁道,45,100,53.673,0,0,Active,1,0
83,wb_mix_今天下午,15,80,0.000,49,47,Archived,0,0
83,wb_mix_上周电影,15,80,0.000,11,11,Archived,0,0
83,wb_mix_天气,15,80,0.000,45,45,Archived,0,0
84,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
84,wb_mix_昔涟主角,90,200,72.734,6,6,Active,0,0
84,wb_mix_哀丽秘榭,70,150,99.775,2,0,Active,0,1
84,wb_mix_咖啡,45,100,0.000,23,23,Archived,0,0
84,wb_mix_Blender,45,100,0.000,14,10,Archived,0,0
84,wb_mix_猫,45,100,50.445,0,0,Active,1,0
84,wb_mix_星穹铁道,45,100,53.405,1,1,Active,0,0
84,wb_mix_今天下午,15,80,0.000,50,48,Archived,0,0
84,wb_mix_上周电影,15,80,0.000,12,12,Archived,0,0
84,wb_mix_天气,15,80,0.000,46,46,Archived,0,0
85,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
85,wb_mix_昔涟主角,90,200,63.437,7,7,Active,0,0
85,wb_mix_哀丽秘榭,70,150,98.125,3,1,Active,0,0
85,wb_mix_咖啡,45,100,0.000,24,24,Archived,0,0
85,wb_mix_Blender,45,100,0.000,15,11,Archived,0,0
85,wb_mix_猫,45,100,50.177,1,1,Active,0,0
85,wb_mix_星穹铁道,45,100,52.331,2,2,Active,0,0
85,wb_mix_今天下午,15,80,0.000,51,49,Archived,0,0
85,wb_mix_上周电影,15,80,0.000,13,13,Archived,0,0
85,wb_mix_天气,15,80,58.501,0,0,Active,1,0
86,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
86,wb_mix_昔涟主角,90,200,51.294,8,8,Active,0,0
86,wb_mix_哀丽秘榭,70,150,98.115,4,0,Active,0,1
86,wb_mix_咖啡,45,100,52.189,0,0,Active,1,0
86,wb_mix_Blender,45,100,0.000,16,12,Archived,0,0
86,wb_mix_猫,45,100,49.104,2,2,Active,0,0
86,wb_mix_星穹铁道,45,100,49.916,3,3,Active,0,0
86,wb_mix_今天下午,15,80,0.000,52,50,Archived,0,0
86,wb_mix_上周电影,15,80,0.000,14,14,Archived,0,0
86,wb_mix_天气,15,80,58.037,1,1,Active,0,0
87,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
87,wb_mix_昔涟主角,90,200,35.925,9,9,Active,0,0
87,wb_mix_哀丽秘榭,70,150,100.000,0,0,Active,1,1
87,wb_mix_咖啡,45,100,51.920,1,1,Active,0,0
87,wb_mix_Blender,45,100,0.000,17,13,Archived,0,0
87,wb_mix_猫,45,100,46.689,3,3,Active,0,0
87,wb_mix_星穹铁道,45,100,45.623,4,4,Active,0,0
87,wb_mix_今天下午,15,80,0.000,53,51,Archived,0,0
87,wb_mix_上周电影,15,80,0.000,15,15,Archived,0,0
87,wb_mix_天气,15,80,56.178,2,2,Active,0,0
88,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
88,wb_mix_昔涟主角,90,200,16.951,10,10,Dormant,0,0
88,wb_mix_哀丽秘榭,70,150,100.000,0,0,Active,1,0
88,wb_mix_咖啡,45,100,50.847,2,2,Active,0,0
88,wb_mix_Blender,45,100,0.000,18,14,Archived,0,0
88,wb_mix_猫,45,100,42.395,4,4,Active,0,0
88,wb_mix_星穹铁道,45,100,38.915,5,5,Active,0,0
88,wb_mix_今天下午,15,80,0.000,54,52,Archived,0,0
88,wb_mix_上周电影,15,80,0.000,16,16,Archived,0,0
88,wb_mix_天气,15,80,51.995,3,3,Active,0,0
89,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
89,wb_mix_昔涟主角,90,200,0.000,11,11,Archived,0,0
89,wb_mix_哀丽秘榭,70,150,100.000,0,0,Active,1,0
89,wb_mix_咖啡,45,100,48.432,3,3,Active,0,0
89,wb_mix_Blender,45,100,0.000,19,15,Archived,0,0
89,wb_mix_猫,45,100,35.687,5,5,Active,0,0
89,wb_mix_星穹铁道,45,100,29.255,6,6,Dormant,0,0
89,wb_mix_今天下午,15,80,0.000,55,53,Archived,0,0
89,wb_mix_上周电影,15,80,0.000,17,17,Archived,0,0
89,wb_mix_天气,15,80,44.559,4,4,Active,0,0
90,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
90,wb_mix_昔涟主角,90,200,0.000,12,12,Archived,0,0
90,wb_mix_哀丽秘榭,70,150,99.785,1,1,Active,0,0
90,wb_mix_咖啡,45,100,82.295,0,0,Active,1,0
90,wb_mix_Blender,45,100,0.000,20,16,Archived,0,0
90,wb_mix_猫,45,100,26.027,6,6,Dormant,0,0
90,wb_mix_星穹铁道,45,100,16.107,7,7,Dormant,0,0
90,wb_mix_今天下午,15,80,0.000,56,54,Archived,0,0
90,wb_mix_上周电影,15,80,0.000,18,18,Archived,0,0
90,wb_mix_天气,15,80,32.940,5,5,Active,0,0
91,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
91,wb_mix_昔涟主角,90,200,0.000,13,13,Archived,0,0
91,wb_mix_哀丽秘榭,70,150,100.000,0,0,Active,1,0
91,wb_mix_咖啡,45,100,82.027,1,1,Active,0,0
91,wb_mix_Blender,45,100,0.000,21,17,Archived,0,0
91,wb_mix_猫,45,100,12.879,7,7,Dormant,0,0
91,wb_mix_星穹铁道,45,100,0.000,8,8,Archived,0,0
91,wb_mix_今天下午,15,80,0.000,57,55,Archived,0,0
91,wb_mix_上周电影,15,80,0.000,19,19,Archived,0,0
91,wb_mix_天气,15,80,16.208,6,6,Dormant,0,0
92,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
92,wb_mix_昔涟主角,90,200,0.000,14,14,Archived,0,0
92,wb_mix_哀丽秘榭,70,150,99.785,1,1,Active,0,0
92,wb_mix_咖啡,45,100,80.953,2,2,Active,0,0
92,wb_mix_Blender,45,100,0.000,22,18,Archived,0,0
92,wb_mix_猫,45,100,0.000,8,8,Archived,0,0
92,wb_mix_星穹铁道,45,100,45.000,0,0,Active,1,0
92,wb_mix_今天下午,15,80,0.000,58,56,Archived,0,0
92,wb_mix_上周电影,15,80,0.000,20,20,Archived,0,0
92,wb_mix_天气,15,80,0.000,7,7,Archived,0,0
93,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
93,wb_mix_昔涟主角,90,200,0.000,15,15,Archived,0,0
93,wb_mix_哀丽秘榭,70,150,100.000,0,0,Active,1,0
93,wb_mix_咖啡,45,100,78.539,3,3,Active,0,0
93,wb_mix_Blender,45,100,0.000,23,19,Archived,0,0
93,wb_mix_猫,45,100,0.000,9,9,Archived,0,0
93,wb_mix_星穹铁道,45,100,44.732,1,1,Active,0,0
93,wb_mix_今天下午,15,80,0.000,59,57,Archived,0,0
93,wb_mix_上周电影,15,80,0.000,21,21,Archived,0,0
93,wb_mix_天气,15,80,0.000,8,8,Archived,0,0
94,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
94,wb_mix_昔涟主角,90,200,0.000,16,16,Archived,0,0
94,wb_mix_哀丽秘榭,70,150,100.000,0,0,Active,1,1
94,wb_mix_咖啡,45,100,74.245,4,4,Active,0,0
94,wb_mix_Blender,45,100,0.000,24,20,Archived,0,0
94,wb_mix_猫,45,100,0.000,10,10,Archived,0,0
94,wb_mix_星穹铁道,45,100,43.658,2,2,Active,0,0
94,wb_mix_今天下午,15,80,0.000,60,58,Archived,0,0
94,wb_mix_上周电影,15,80,0.000,22,22,Archived,0,0
94,wb_mix_天气,15,80,0.000,9,9,Archived,0,0
95,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
95,wb_mix_昔涟主角,90,200,0.000,17,17,Archived,0,0
95,wb_mix_哀丽秘榭,70,150,99.785,1,1,Active,0,0
95,wb_mix_咖啡,45,100,67.537,5,5,Active,0,0
95,wb_mix_Blender,45,100,0.000,25,21,Archived,0,0
95,wb_mix_猫,45,100,0.000,11,11,Archived,0,0
95,wb_mix_星穹铁道,45,100,41.243,3,3,Active,0,0
95,wb_mix_今天下午,15,80,0.000,61,59,Archived,0,0
95,wb_mix_上周电影,15,80,0.000,23,23,Archived,0,0
95,wb_mix_天气,15,80,0.000,10,10,Archived,0,0
96,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
96,wb_mix_昔涟主角,90,200,0.000,18,18,Archived,0,0
96,wb_mix_哀丽秘榭,70,150,99.775,2,0,Active,0,1
96,wb_mix_咖啡,45,100,57.877,6,6,Active,0,0
96,wb_mix_Blender,45,100,0.000,26,22,Archived,0,0
96,wb_mix_猫,45,100,45.000,0,0,Active,1,0
96,wb_mix_星穹铁道,45,100,36.950,4,4,Active,0,0
96,wb_mix_今天下午,15,80,0.000,62,60,Archived,0,0
96,wb_mix_上周电影,15,80,0.000,24,24,Archived,0,0
96,wb_mix_天气,15,80,0.000,11,11,Archived,0,0
97,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
97,wb_mix_昔涟主角,90,200,0.000,19,19,Archived,0,0
97,wb_mix_哀丽秘榭,70,150,100.000,0,0,Active,1,0
97,wb_mix_咖啡,45,100,44.729,7,7,Active,0,0
97,wb_mix_Blender,45,100,0.000,27,23,Archived,0,0
97,wb_mix_猫,45,100,44.732,1,1,Active,0,0
97,wb_mix_星穹铁道,45,100,30.242,5,5,Active,0,0
97,wb_mix_今天下午,15,80,0.000,63,61,Archived,0,0
97,wb_mix_上周电影,15,80,0.000,25,25,Archived,0,0
97,wb_mix_天气,15,80,0.000,12,12,Archived,0,0
98,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
98,wb_mix_昔涟主角,90,200,0.000,20,20,Archived,0,0
98,wb_mix_哀丽秘榭,70,150,100.000,0,0,Active,1,1
98,wb_mix_咖啡,45,100,27.556,8,8,Dormant,0,0
98,wb_mix_Blender,45,100,0.000,28,24,Archived,0,0
98,wb_mix_猫,45,100,43.658,2,2,Active,0,0
98,wb_mix_星穹铁道,45,100,20.582,6,6,Dormant,0,0
98,wb_mix_今天下午,15,80,0.000,64,62,Archived,0,0
98,wb_mix_上周电影,15,80,0.000,26,26,Archived,0,0
98,wb_mix_天气,15,80,0.000,13,13,Archived,0,0
99,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
99,wb_mix_昔涟主角,90,200,0.000,21,21,Archived,0,0
99,wb_mix_哀丽秘榭,70,150,99.785,1,1,Active,0,0
99,wb_mix_咖啡,45,100,5.822,9,9,Dormant,0,0
99,wb_mix_Blender,45,100,0.000,29,25,Archived,0,0
99,wb_mix_猫,45,100,41.243,3,3,Active,0,0
99,wb_mix_星穹铁道,45,100,7.434,7,7,Dormant,0,0
99,wb_mix_今天下午,15,80,0.000,65,63,Archived,0,0
99,wb_mix_上周电影,15,80,0.000,27,27,Archived,0,0
99,wb_mix_天气,15,80,0.000,14,14,Archived,0,0
